judul,artis,lirik
Kenangan Sebuah Mimpi,Tinky Winky (IDN),"2 Contributors
Kenangan Sebuah Mimpi Lyrics
Ini sebuah kisah
Kisah tentang perjalanan hidupku
Saat dirimu meninggalkan diriku
Saat ini 'ku tak bisa (tak bisa)
Menerima kenyataan
Kau yang kuimpikan kini t'lah menjadi kenangan (kenangan)
Kumenangis melihat engkau pergi
Tinggalkan semua ini
Di sini kusendiri
Dan terus menanti
Dirimu kembali
Kepadaku
Kuteringat semua kenangan indah
Dan sebuah janji yang tak kau tepati
'Ku terus mencoba lupakan kenangan tentangmu
Semakin sayang (makin sayang)
Semakin cinta diriku
Tapi mengapa s'makin tak ada harapan untukku (untukku)
Kau t'lah lupakan (t'lah lupakan)
Semua kenangan yang kita lalui
Tapi 'ku tak akan pernah bisa lupakan

Mencintaimu bagaikan mencintai angin
Tak terlihat tapi terasa sejuk
Mencintaimu bagaikan melihat bintang
Terasa indah tapi kau tak pernah bisa kugapai
Mencintaimu bagaikan menggenggam bola salju
Terasa dingin tapi kau terus mengalir begitu saja
Tanpa pernah dirimu mempedulikan aku
I love you, I need you, but forget you
Kumenangis melihat engkau pergi
Tinggalkan semua ini
Di sini kusendiri
Dan terus menanti
Dirimu kembali kepadaku
Kumenangis melihat engkau pergi
Tinggalkan semua ini
Di sini kusendiri
Dan terus menanti
Dirimu kembali
Kepadaku

Kuteringat semua kenangan indah
Dan sebuah janji yang tak kau tepati
'Ku terus mencoba lupakan
Kenangan tentangmu
'Ku 'kan pergi
Membawa luka ini
Walau dalam hatiku masih menginginkanmu
Tapi inilah yang harus kulakukan
Menjauh darimu
I love you, I need you, but forget you"
Kenangan,Mad Baby,"2 Contributors
Kenangan Lyrics
Baby Listen Up...
This Song Is For You...
[Verse 1]
First time kita bertemu
Ku terpaku dengan kamu
Lama-lama aku candu
Ingin bertemu dengan kamu
Kita bertemu di satu bangku
Seiring berjalannya waktu
Aku jadi s’makin candu
Dalam feeling yang beradu
Seminggu setelah dekat
Dirimu semakin nekat
Kau peluk dengan erat
Ku rasa cinta yang hangat
Buat aku jadi s’mangat
Jalani hari yang berat
Dari senin sampai jumat
Butuh kamu bagai jimat
[Chorus]
Namun kamu telah pergi
Saat aku terobsesi
Dengan kamu yang tinggali
Rasa berat hati ini

Kini semua hanya mimpi
Karna aku cinta mati
Pernahkah kau sadari
Aku lah yang kau sakiti
Kau Sakiti..
[Verse 2]
Kau pergi dengan mudah
Lupakanku amnesia
Macam aku tak berguna
Perjuangan sia-sia
Bahkan kini tak menyapa
Anggap aku layak sampah
Manusia tak berharga
Bagai aku mahluk hina
Jika itu kau inginkan
Aku rela sendirian
Hidup dalam kesepian
Sambil menunggu keajaiban
Agar dirimu tak melupakan
Semua hal yang dilakukan
Kini telah jadi kenangan
Momen itu terlupakan

Kau lupakan.."
Terlalu Lama Sendiri,Kunto Aji,"2 Contributors
Terlalu Lama Sendiri Lyrics
[Chorus]
Sudah terlalu lama sendiri
Sudah terlalu lama aku asyik sendiri
Lama tak ada yang menemani, rasanya
[Verse 1]
Pagi ke malam hari
Tak pernah terlintas di hati
Bahkan di saat sendiri
Aku tak pernah merasa sepi
Sampai akhirnya ku sadari
Aku tak bisa terus begini
[Pre-Chorus]
Aku harus berusaha
Tapi mulai darimana, oh
[Chorus]
Sudah terlalu lama sendiri
Sudah terlalu lama aku asyik sendiri
Lama tak ada yang menemani, rasanya
Sudah terlalu asyik sendiri
Sudah terlalu asyik dengan duniaku sendiri
Lama tak ada yang menemani, rasanya
[Verse 2]
Teman-temanku berkata
Yang kau cari seperti apa
Ku hanya bisa tertawa
Nanti pasti ada waktunya, oh
Walau jauh dilubuk hati
Aku tak ingin terus begini

[Pre-Chorus]
Aku harus berusaha
Tapi mulai dari mana
[Chorus]
Sudah terlalu lama sendiri
Sudah terlalu lama aku asyik sendiri
Lama tak ada yang menemani, rasanya
Sudah terlalu asyik sendiri
Sudah terlalu asyik dengan duniaku sendiri
Lama tak ada yang menemani, rasanya
[Bridge]
Bukan tanpa nyali
Sadar aku begini
Apa yang di depan mata
Tak seperti yang engkau kira, ah
Oh, bahwa sesungguhnya
Pintu hati menunggu terbuka
[Chorus]
Sudah terlalu lama sendiri (sudah)
Sudah terlalu lama aku asyik sendiri
Lama tak ada yang menemani (Lama tak ada yang menemani)
Rasanya
Sudah terlalu asyik sendiri (sudah)
Sudah terlalu asyik dengan duniaku sendiri
Lama tak ada yang menemani, rasanya

[Outro]
Jauh dilubuk hati aku tak ingin sendiri"
Ruang Sendiri,Tulus,"8 Contributors
Ruang Sendiri Lyrics
[Lirik ""Ruang Sendiri""]
[Verse 1]
Beri aku kesempatan 'tuk bisa merindukanmu
Jangan datang terus
Beri juga aku ruang bebas dan sendiri
Jangan ada terus
[Pre-Chorus]
Aku butuh tahu seberapa kubutuh kamu
Percayalah rindu itu baik untuk kita
[Chorus]
(Pagi melihatmu) menjelang siang kau tahu
(Aku ada di mana) sore nanti
Tak pernah sekali pun ada malam yang dingin
Hingga aku lupa rasanya sepi
Tak lagi sepi bisa kuhargai
[Verse 2]
Baik buruk perubahanku tak akan kau sadari
Kita berevolusi
Bila kita ingin tahu seberapa besar rasa yang kita punya
Kita butuh ruang
[Chorus]
(Pagi melihatmu) menjelang siang kau tahu
(Aku ada di mana) sore nanti
Tak pernah sekali pun ada malam yang dingin
Hingga aku lupa rasanya sepi
Tak lagi sepi bisa kuhargai

[Bridge]
Kita tetap butuh ruang sendiri-sendiri
Untuk tetap menghargai oh rasanya sepi
[Chorus]
(Pagi melihatmu) menjelang siang kau tahu
(Aku ada di mana) sore nanti
Tak pernah sekali pun ada malam yang dingin
Hingga aku lupa rasanya sepi
(Pagi melihatmu) menjelang siang kau tahu
(Aku ada di mana) sore nanti
Tak pernah sekali pun ada malam yang dingin
Hingga aku lupa rasanya sepi
Tak lagi sepi bisa kuhargai
Tak lagi sepi bisa kuhargai"
Aku Tak Mau Sendiri,Bunga Citra Lestari,"3 Contributors
Aku Tak Mau Sendiri Lyrics
Sejak ia pergi dari hidupku
Ku merasa sepi
Dia tinggalkan ku sendiri, disini
Tanpa satu yang pasti
Aku tak tau harus bagaimana
Aku merasa tiada berkawan
Selain dirimu
Selain cintamu
Kirim aku malaikatmu
Biar jadi kawan hidupku
Dan tunjukkan jalan yang memang
Kau pilihkan untukku
Kirim aku malaikatmu
Karna ku sepi berada di sini
Dan di dunia ini
Aku tak mau sendiri
Tanpa terasa aku
Teteskan air mata ini
Yang tiada berhenti mengiringi
Kisah di hati"
Kau Biarkan Ku Sendiri,Ramlons,"1 Contributor
Kau Biarkan Ku Sendiri Lyrics
[Intro: Redemption]
[Verse 1]
[Ku ingat
Kala kau disampingku]
[Waktu kau
Masih cinta padaku]
[Dunia rasanya
Kita yang punya
Sayang]
[Verse 2]
[Kini kau
Telah tinggalkan aku]
[Sendiri
Tanpa kau disampingku]
[Golap terasa
Sedih dan duka
Sayang]
[Chorus]
[Kau biarkan ku sendiri]
[Biarkan sunyi dan sepi]
[Kejam sungguh hatimu
Padaku]

[Verse 3]
[Ku ingat
Kala kau disampingku]
[Waktu kau
Masih cinta padaku]
[Dunia rasanya kita yang punya
Sayang]
[Pre-Chorus]
[Since I've Been Loving You]
[Since I've Been Loving You]
[Since I've Been Loving You]
[Since I've Been Loving You]
[Since I've Been Loving You]
[Since I've Been Loving You]
[Since I've Been Loving You]
[Since I've Been Loving You]
[Verse 4]
[Ku ingat
Kala kau disampingku]
[Waktu kau
Masih cinta padaku]
[Dunia rasanya kita yang punya
Sayang]

[Chorus]
[Kau biarkan ku sendiri]
[Biarkan sunyi dan sepi]
[Kejam sungguh hatimu
Padaku]
[[Outro]]
[Kini kau
Telah tinggalkan aku]
[Sendiri
Tanpa kau disampingku]
[Golap terasa
Sedih dan duka
Sayang]
[Final instrumental]"
Sally Sendiri,Peterpan,"4 Contributors
Sally Sendiri Lyrics
Lirik ""Sally Sendiri""
[Verse 1]
Biar Sally mencariku
Biarkan dia terbang jauh
Dalam hatinya hanya satu
Jauh hatinya hanya ku
Katakan ku takkan datang
Pastikan ku takkan kembali
Lalu biarkan dia menangis
Lalu biarkan dia pergi
[Chorus]
Sally, kau selalu sendiri
Sampai kapan pun sendiri
Hingga kau lelah menanti
Hingga kau lelah menangis
Sally, kau selalu sendiri
Sampai kapan pun sendiri
Hingga kau lelah menanti
Hingga kau lelah menangis
[Verse 2]
Biar Sally mencariku
Biarkan dia terbang jauh
Dalam hatinya hanya satu
Jauh hatinya hanya ku
Katakan ku takkan datang
Pastikan ku takkan kembali
Lalu biarkan dia menangis
Lalu biarkan dia pergi

[Chorus]
Sally, kau selalu sendiri
Sampai kapan pun sendiri
Hingga kau lelah menanti
Hingga kau lelah menangis
Sally, kau selalu sendiri
Sampai kapan pun sendiri
Hingga kau lelah menanti
Hingga kau lelah menangis
[Instrumental]
[Verse 3]
Biar Sally mencariku
Biarkan dia terbang jauh
Dalam hatinya hanya satu
Jauh hatinya hanya ku
Katakan ku takkan datang
Pastikan ku takkan kembali
Lalu biarkan dia menangis
Lalu biarkan dia pergi
[Chorus]
Sally, kau selalu sendiri
Sampai kapan pun sendiri
Hingga kau lelah menanti
Hingga kau lelah menangis
Sally, kau selalu sendiri
Sampai kapan pun sendiri
Hingga kau lelah menanti
Hingga kau lelah menangis

[Outro]
Sally, kau selalu sendiri
Sampai kapan pun sendiri
Hingga kau lelah menangis"
Sakit Sendiri,Rumahsakit,"2 Contributors
Sakit Sendiri Lyrics
[Verse 1]
Lamanya bulan memandang
Cahayanya jatuh dalam jiwa
Tak kuasa, tak akan cukup
Impianku datang menghantui
[Verse 2]
Hangatnya terang terkapar
Bersamamu punahkan laraku
Tak ingin hati menolak
Kesepian bagaikan nirwana
[Chorus]
Indahnya kegelapan, sedihnya kesunyian
Hari ini ku ingin menyendiri
Damainya kebencian, nikmatnya kepedihan
Di rumah ini kunikmati sakit sendiri
[Verse 3]
Bukannya jauh darimu
Tetes embun rasuki kalbu
Badaipun bahkan memberai
Selamanya mungkin bersamamu
[Chorus]
Indahnya kegelapan, sedihnya kesunyian
Hari ini kuingin menyendiri
Damainya kebencian, nikmatnya kepedihan
Di rumah ini kunikmati sakit sendiri

[Instrumental]
[Chorus]
Indahnya kegelapan, sedihnya kesunyian
Hari ini ku ingin menyendiri
Damainya kebencian, nikmatnya kepedihan
Di rumah ini kunikmati sakit sendiri"
Sendiri,May,"2 Contributors
Sendiri Lyrics
Dinginnya di malam ini
Suasana pilu
Terkenang daku kembali
Sejarah silam
Setelah engkau pergi
Sepi hatiku
Terpadamalah api cinta
Musnah harapan
Mengapa engkau sanggup
Mengubah fikiran
Hanya kerana
Peristiwa itu
Kau hancurkan kota cinta
Yang kita bina bersama
Di masa Yang lalu
Kini aku terus tersiksa
Oleh kepalsuan cintamu
Tinggallah aku sendiri
Menanggung derita ini
Setelah engkau pergi
Tertutup hatiku
Tak mungkin bercinta lagi
Biarku sendiri"
Menarilah Sendiriku,Angsa & Serigala,"4 Contributors
Menarilah Sendiriku Lyrics
[Lirik ""Menarilah Sendiriku""]
[Verse 1]
Di awal masa yang lewati hari – hari
Dan waktu yang terus bergulir lalui
Tak sanggup lagi ku daki bukit ini
Ku berhenti
[Verse 2]
Mata hitammu selalu
Menyulut senyum tersipu
Hasrat terpaku tuk selalu bertemu
[Verse 3]
Ku genggam semua kata
Terselimuti dengan asa
Hanya ada sebuah rasa kini
[Chorus]
Dan menarilah hariku
Diatas jalan berbatu
Lewati semua sepiku dan sendiriku
Kau tetap indah malamku
Jari jemarimu menyentuh
Membelai diriku yang selalu
Ingin bersamamu

[Verse 4]
Tak pernah sedikitpun
Terbesit olehku
Kuingin juga waktu berhenti denganmu
[Chorus]
Dan menarilah hariku
Diatas jalan berbatu
Lewati semua sepiku dan sendiriku
Kau tetap indah malamku
Jari jemarimu menyentuh
Membelai diriku yang selalu
Ingin bersamamu
[Interlude]
Menarilah
[Instrumental]
[Outro]
Menarilah menarilah sendiriku
Menarilah menarilah sendiriku
Menarilah menarilah sendiriku
Menarilah menarilah sendiriku"
Sendiri,Dato’ Sri Siti Nurhaliza,"3 Contributors
Sendiri Lyrics
L.Y./Baiduri
Bersendirian
Menerima hukuman
Meninggalkan kau dahulu
Bersulam kaku
Sengaja inginkan perhatianmu
Sudikah kau terima
Kesan kasih sayang yang ku semikan untukmu
Dari air mata
Terlalu mengingatimu
C/o
Aku menyintaimu
Menyayangimu
Untuk selamanya
Kau bawa bahagia
Di dalam hidupku sebelum kau pergi
Kesilapanku
Tak tahu menilai permata
Aku berjanji
Tak mungkin aku khianati untuk kedua kali
Andai kau kembali
Menyerlahkan jiwa dengan cinta suci
Aku menyintaimu
Menyayangimu
Untuk selamanya
(repeat c/o until fade)"
Bertahan Terluka,Fabio Asher,"3 Contributors
Bertahan Terluka Lyrics
[Lirik ""Bertahan Terluka""]
[Verse 1]
Entah kah prasangkah atau memang benar firasatku
Bahwa dirimu t'lah berubah
Senyummu berbeda
Dan benar saja, ada hati lain yang kau jaga
Seakan-akan 'ku tak bisa membaca
Kau buat seperti tak ada yang terluka
[Chorus]
Lakukanlah semaumu
Sampai kau lelah menyakitiku
Sebisa 'ku tak kan mengusikmu
'Ku akan mencoba mengerti dirimu
[Verse 2]
Dan benar saja ada hati lain yang kau jaga
Seakan-akan 'ku tak bisa membaca
Kau buat seperti tak ada yang terluka
[Chorus]
Lakukanlah semaumu
Sampai kau lelah menyakitiku
Sebisa 'ku tak kan mengusikmu
'Ku akan mencoba mengerti dirimu

[Bridge]
Andaikan kau tahu rasa sayangku melebihi rasa sakit ini
Mungkin kau takkan pernah menyangka
Mengapa aku tetap di sini
[Chorus]
Lakukanlah semaumu
Sampai kau lelah mеnyakitiku
Sebisa 'ku takkan mengusikmu
'Ku akan mencoba
[Outro]
(Lakukanlah) lakukanlah (Sеmaumu)
(Sampai kau lelah) terus kau menyakitiku
Sebisa 'ku takkan mengusikmu
'Ku akan mencoba mengerti dirimu"
untuk hati yang terluka.,Isyana Sarasvati,"11 Contributors
untuk hati yang terluka. Lyrics
Lirik ""untuk hati yang terluka.""
[Verse 1]
Untuk hati yang terluka
Tenanglah, kau tak sendiri
Untuk jiwa yang teriris, tenang
Ku 'kan temani
Hidup itu sandiwara
Yang nyata ternyata delusi
Terlarut posesi berujung
Kau gila sendiri
[Pre-Chorus]
Jika kau tak dapatkan
Yang kau impikan bukan berarti
Kau telah usai
Jika kau tak dapatkan
Yang kau impikan bukan berarti
Kau t'lah usai
[Chorus]
Biarkan kegelapanmu
Menemukan titik terang baru
Basuhkan muka kembali
Memelukmu yang baru

[Verse 2]
Hidup itu sandiwara
Yang nyata ternyata delusi
Terlarut posesi berujung
Kau gila sendiri
Hari-harimu berarti
Jangan fikirkan yang kemarin
Biarlah dia hangus terbakar
Sinar ambisi
[Pre-Chorus]
Jika kau tak dapatkan
Yang kau impikan bukan berarti
Kau t'lah usai
[Chorus]
Biarkan kegelapanmu
Menemukan titik terang baru
Basuhkan muka kembali
Memelukmu yang baru
[Outro]
Untuk hati yang terluka
Tenanglah, kau tak sendiri
Untuk jiwa yang teriris, tenang
Ku 'kan temani"
Tak Pantas Terluka,Keisya Levronka,"2 Contributors
Tak Pantas Terluka Lyrics
[Lirik “Tak Pantas Terluka”]
[Verse 1]
Terlalu lama kusimpan semua perasaanku
Kepada dirimu
Yang ku tutupi sebagai teman
Terlalu lama ku mencintaimu dalam diam
Tak bisa apa-apa
Karena kau telah bersamanya
[Verse 2]
Dan hari ini ku lihat kau menangis di depanku
Itu karena dia
Dia yang kau banggakan
Terpukul hati ini ingin berteriak kepada dirimu
Seandainya ku bisa
Ingin aku katakan
[Refrain]
Kekasih
Harusnya kau memilihku
Bukan dia yang selalu
Membuatmu bersedih
Kau terluka ku yang menangis
Tuhan dosakah diriku
Merebut dia untukku
Karena kamu
Tak pantas untuk terluka

Jika boleh bahagiamu bersamaku
[Verse 3]
Dan hari ini ku lihat kau menangis di depanku
Itu karena dia
Dia yang kau banggakan
Terpukul hari ini ingin berteriak kepada dirimu
Seandainya ku bisa
Ingin aku katakan
[Refrain]
Kekasih
Harusnya kau mеmilihku
Bukan dia yang selalu
Membuatmu bersеdih
Kau terluka ku yang menangis
Tuhan dosakah diriku
Merebut dia untukku
Karena kamu
Tak pantas untuk terluka
[Interlude]
[Refrain]
Kekasih
Harusnya kau memilihku
Bukan dia yang selalu
Membuatmu bersedih
Kau terluka ku yang menangis

Tuhan dosakah diriku
Merebut dia untukku
Karena kamu
Tak pantas untuk terluka
[Outro]
Jika boleh bahagiamu bersamaku"
Aku Terluka,Nabila Razali,"2 Contributors
Aku Terluka Lyrics
[Verse 1]
Mungkin kini t’lah ku tahu
Artinya mencinta lebih dari diriku
Dan mungkin takkan ada lagi
Rasa seperti ini di dalam hidupku
Ku jalani hidupku
Melupakan senyumku
Menahan bahgia mendekatku
[Pre-Chorus]
Berbisikkan namamu
Tak mampu ku berdiri
Rapuh aku ‘tuk melangkah
Kerana…
[Chorus 1]
Masih lagi ku lihat
Masih lagi ku dengar
Masih lagi terasa genggaman mu dijari ku…
Aku terluka…
[Verse 2]
Biar sampai mana nanti
Hati membawa diri
Melawan rasa sunyiku
Coba perlahanku berdiri
Mengubati sendiri
Kerna ku tak terganti dirimu…

[Bridge]
Diriku bagai hilang punca
Tak tahu ke mana
Biar jelas t’lah ku tahu
Kau takkan bersamaku
[Chorus 2]
Masih lagi ku dengar
Masih lagi terasa genggaman mu dijari ku
Puas semua rayuku
Tiada hadir dirimu
Rapuh aku ‘tuk melangkah
Aku terluka…"
Tak Ingin Kau Terluka,Anggi Marito,"1 Contributor
Tak Ingin Kau Terluka Lyrics
[Lirik “Tak Ingin Kau Terluka”]
[Verse 1: Anggi Marito]
Terlalu banyak yang kita lakukan
Caramu yang s’lalu kubawa sampai saat ini
Terlalu berat untuk dikenangkan
Terlalu sulit dilupakan
[Chorus]
Bila ku ingat dirimu
Tersenyum tak pernah malu
Ingat cara kau menghibur
Saat bahagia sedang jauh
Ingat semua janjimu
Yang pernah kau ucapkan padaku
Jujur ku ingin pelukmu
[Verse 2: Mario G Klau]
Bukan ku menyerah untuk tinggalkan semua
Ku tak ingin kau terluka bersamaku
[Chorus: All, 
Mario G Klau
]
Bila ku ingat dirimu
Tersenyum tak pernah malu
Ingat caraku menghibur
Saat bahagia sedang jauh
Ingat semua janjiku
Yang pernah ku ucapkan padamu
Jujur ku ingin pelukmu

[Bridge: Mario G Klau, 
Anggi Marito
, 
All
]
Kubur semua
Kisah tentang kita
Yang membuat kau semakin tersiksa
Tak mudah, sulit bagiku
Lupakan semua yang
Pernah kita lewati
Tinggal kenangan
[Chorus: Mario G Klau & 
Anggi Marito
]
Bila ku ingat dirimu
Tersenyum jangan kau malu
[Chorus: Mario G Klau, 
All
]
Bila ku ingat dirimu
(Tersenyum tak pernah malu)
(Ingat caraku menghibur)
Saat bahagia sedang jauh
Ingat semua janjimu
Yang pernah kau ucapkan padaku
Jujur ku ingin pelukmu
[Outro: Anggi Marito]
Jujur ku ingin pelukmu"
Aku Pilih Terluka,Jhon Seran,"1 Contributor
Aku Pilih Terluka Lyrics
Betapa retak lantak hati ini
Kebimbanganpun semakin kuat
Untuk setiamu yang terus redup
Kau bukanlah dirimu yang kukenal
Bukan karena bisik khabar angin
Namun hatiku sanggup merasa
Betapa semuanya t'lah berbeda
Engkaupun kini bukanlah dirimu
Sedih ini t'lah bercampur benci
Menggugat kesetiaan dan janjimu
Namun di saat engkau memilih dirinya
Ku biarkan hatiku terluka
Untuk semua sedih yang kau beri
Ingin aku terjang dengan amarahku
Namun demi bahagia engkau dan dia
Biar kupilih terluka"
Betapa Aku Terluka,Yanti Sedo,"1 Contributor
Betapa Aku Terluka Lyrics
Di kesendirianku yang sunyi
Angan mengenang dalam lamunan
Tentang sebuah kisah nan mesra
Kala masih satu dalam cinta....
Dulu kita saling menyayangi
Dalam kemesraan penuh manja
Hingga datangnya hati yang lain
Kekasih dari masa lalumu....
Andai ku tahu kau 'kan berpaling
Tak ingin kutempuh.. jalan cinta ini...
Walau hatiku masih mencintai
Bibirku tak sanggup.. mengatakan sayang
Yang nyata betapa kini aku terluka
Demi semua kisah kasih ini...."
Terluka,Padi,"1 Contributor
Terluka Lyrics
Langit masih terbalut mendung hitam
Masihku  cemas bila saatnya datang
Badai  angin topan menghempas
Segalanya kapankah akan berakhir
Lumpur merendam
Pilunya  belumlah sirna
Jika  mentari panasnya tak lagi menyengat
Apakah ini adalah akhir dari
Tempatku  berpijak
Kita mungkin terluka
Ataupun bisa mati
Tapi janganlah pernah menyalahkan hidup
Siapkan  hati
Siapkan jiwa
Atas segalanya yang bisa terjadi
Gelombang biru menghunjam menyapu bumi
Puing-puing tersisa
Mengiris hati
Bilakah fajar akan bersinar
Dan berpijar lagi menerangi dunia

Kita mungkin terluka
Ataupun bisa mati
Tapi janganlah pernah menyalahkan hidup
Persiapkan hati
Persiapkan jiwa
Atas segalanya yang bisa terjadi
Biar terjadi
Biar terjadi
Kita mungkin terluka
Ataupun bisa mati
Tapi janganlah pernah menyalahkan hidup
Persiapkan hati
Persiapkan jiwa
Atas segalanya yang bisa terjadi
Kita mungkin terluka
Ataupun bisa mati
Tapi janganlah pernah menyalahkan hidup
Persiapkan hati
Persiapkan jiwa
Atas segalanya yang bisa terjadi

Bila terjadi"
Memilih Terluka,Langit Sore,"1 Contributor
Memilih Terluka Lyrics
[Verse 1]
Berjuang sendiri
Tapi ku tak sanggup pergi
Dari dirimu yang tak mencintaiku
Pernah kutawarkan hatiku
Dan seluruhnya hanya untuk kamu
Tapi kau tak mau
Dan lebih memilih untuk bersamanya
[Chorus]
Kan kuobati luka di hatimu
Kan kusembuhkan sakit dan sedihmu
Tapi apa daya kau lebih memilih
Terluka sakit dan sedih
Dari pada harus bersamaku
[Verse 2]
Buatku makin gila
Segala cara kucoba
Tetap saja tak bisa
Menjadi yang kau cinta
Marah pun tiada guna
Ku bukan siapa-siapa
Kau tahu aku selalu ada
Namun tiada artinya

[Chorus]
Kan kuobati luka di hatimu
Kan kusembuhkan sakit dan sedihmu
Tapi apa daya kau lebih memilih
Terluka sakit dan sedih
Dari pada harus bersamaku
Kan kuobati luka di hatimu
Kan kusembuhkan sakit dan sedihmu
Tapi apa daya kau lebih memilih
Terluka sakit dan sedih
Dari pada harus bersamaku
[Outro]
Bersamaku"
